APOLIPOPROTEÍNA A (APO A),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
APOLIPOPROTEÍNA B (APO B),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BETA-GLICURONIDASE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BICARBONATO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
BILIRRUBINAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CÁLCIO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CÁLCIO IÔNICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CAPACIDADE DE FIXAÇÃO DE FERRO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CARNITINA LIVRE - PESQUISA E/OU DOSAGEM,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CARNITINA TOTAL E FRAÇÕES - PESQUISA E/OU DOSAGEM,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CARNITINA - PESQUISA E/OU DOSAGEM,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CAROTENO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CATECOLAMINAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CERULOPLASMINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CLEARANCE DE ÁCIDO ÚRICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CLEARANCE DE CREATININA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CLEARANCE DE FOSFATO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CLEARANCE DE URÉIA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CLORO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
COBRE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLESTEROL (HDL),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLESTEROL (LDL),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLESTEROL (VLDL),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
COLESTEROL TOTAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CREATINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CREATININA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CREATINO FOSFOQUINASE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CREATINO FOSFOQUINASE - CK MASSA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CREATINO FOSFOQUINASE - FRAÇÃO MB,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CREATINO FOSFOQUINASE - FRAÇÃO MB - ATIVIDADE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
CURVA GLICÊMICA (4 DOSAGENS) VIA ORAL OU ENDOVENOSA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DESIDROGENASE ALFA-HIDROXIBUTÍRICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DESIDROGENASE GLUTÂMICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DESIDROGENASE LÁCTICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DESIDROGENASE LÁCTICA - ISOENZIMAS FRACIONADAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
RAZÃO DO TESTE sFlt/PLGF  (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,139,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE ANTIMICROBIANOS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE ANTICONVULSIVANTES,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
DOSAGEM DE ANTIDEPRESSIVOS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE BARBITÚRICOS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"BARBITURATOS, PESQUISA E/OU DOSAGEM NA URINA",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE BENZODIAZEPÍNICOS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE DIGITÁLICOS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE IMUNOSSUPRESSORES,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE ANTIARRITMICOS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOSAGEM DE TEOFILINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ELETROFORESE DE GLICOPROTEÍNAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ELETROFORESE DE LIPOPROTEÍNAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ELETROFORESE DE PROTEÍNAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ELETROFORESE DE PROTEÍNAS DE ALTA RESOLUÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,22,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ENOLASE NEURÔNIO-ESPECÍFICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ETOSUXIMIDA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"FENILALANINA, DOSAGEM",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FERRITINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FERRO SÉRICO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FOSFATASE ÁCIDA FRAÇÃO PROSTÁTICA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FOSFATASE ÁCIDA TOTAL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
FOSFATASE ALCALINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FOSFATASE ALCALINA COM FRACIONAMENTO DE ISOENZIMAS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FOSFATASE ALCALINA FRAÇÃO ÓSSEA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FOSFATASE ALCALINA TERMO-ESTÁVEL,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FÓSFORO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"FÓSFORO, PROVA DE REABSORÇÃO TUBULAR",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FRUTOSAMINAS (PROTEÍNAS GLICOSILADAS),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
FRUTOSE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
GALACTOSE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
GALACTOSE-1-FOSFATO URIDILTRANSFERASE (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,26,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
GAMA-GLUTAMIL TRANSFERASE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"GASOMETRIA (PH, PCO2, TCO2, PO2, SAT O2, HCO3, EXCESSO DE BASE)",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
GLICEMIA APÓS SOBRECARGA COM GLICOSE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
GLICOSE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
GLICOSE-6-FOSFATO DESIDROGENASE (G6PD),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
GLOBULINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HAPTOGLOBINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HEMOGLOBINA GLICOSILADA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HEMOGLOBINA PLASMÁTICA LIVRE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"HEXOSAMINIDASE A, DOSAGEM",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HIDROXIPROLINA,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"HOMOCISTINA, DOSAGEM",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
HOMOCISTEÍNA - PESQUISA E/OU DOSAGEM,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
IMUNOFIXAÇÃO PARA PROTEÍNAS (COM DIRETRIZ DE UTILIZAÇÃO),,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,47,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"LACTOSE, TESTE DE TOLERÂNCIA",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
LIPASE,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
LIPÍDIOS TOTAIS,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
LÍTIO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
MAGNÉSIO,,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"MALTOSE, TESTE DE TOLERÂNCIA",,,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,,,"BIOQUÍMICA (SANGUE, URINA E OUTROS
MATERIAIS)",PROCEDIMENTOS LABORATORIAIS,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
